CEO_name,Company,Left_Date,Start_Date,YEAR,Salary (x1000),Age,Title,Gender,City,State,Ticker,SEC Filing
Alan S. Lowe,LUMENTUM HOLDINGS INC,Current,7/1/2015,2023,980.769,61,"President, CEO & Director",MALE,San Jose,CA,LITE,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LITE
"Patrick J. Balthrop, Sr.",LUMINEX CORP,10/15/2014,5/1/2004,2014,567.628,57,Consultant,MALE,Austin,TX,LMNX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMNX
Nachum Shamir,LUMINEX CORP,Current,10/14/2014,2020,772.5,66,"Chairman, CEO & President",MALE,Austin,TX,LMNX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMNX
James A. Hyde,LUMOS NETWORKS CORP,4/26/2012,12/17/2009,2011,400,46,Interim Chief Executive Officer and Director,MALE,Waynesboro,VA,LMOS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMOS
Timothy G. Biltz,LUMOS NETWORKS CORP,Current,4/26/2012,2016,425,57,"Chief Executive Officer, President and Director",MALE,Waynesboro,VA,LMOS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LMOS
T. Wilson Eglin,LXP INDUSTRIAL TRUST,Current,1/1/2003,2023,825,58,"Chairman, President & CEO",MALE,New York,NY,LXP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXP
E. Robert Roskind,LXP INDUSTRIAL TRUST,1/2/2003,,2002,320,58,chairman & co-CEO,MALE,New York,NY,LXP,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LXP
Robert J. Davis,LYCOS INC,Current,6/1/1995,1999,170,43,pres. & CEO,MALE,Waltham,MA,LCOS.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LCOS.
Leonard R. Jaskol,LYDALL INC,12/2/1998,7/1/1988,1998,568.295,60,chmn. & CEO,MALE,Manchester,CT,LDL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDL
Christopher R. Skomorowski,LYDALL INC,7/1/2003,12/2/1998,2002,400,49,president & CEO,MALE,Manchester,CT,LDL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDL
David Freeman,LYDALL INC,10/1/2007,7/1/2003,2007,377.308,62,former president & CEO,MALE,Manchester,CT,LDL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDL
Dale G. Barnhart,LYDALL INC,Current,8/27/2007,2019,631.72,66,"Chief Executive Officer, President and Director",MALE,Manchester,CT,LDL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDL
Sara A. Greenstein,LYDALL INC,Current,11/18/2019,2020,755.769,45,"President, CEO & Director",FEMALE,Manchester,CT,LDL,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LDL
Bob G. Gower,LYONDELL CHEMICAL CO,12/6/1996,10/24/1988,1996,714,59,chmn. & CEO,MALE,Houston,TX,LYO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYO
Dan F. Smith,LYONDELL CHEMICAL CO,1/1/2008,12/6/1996,2007,1348.077,61,"chairman, president & CEO",MALE,Houston,TX,LYO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYO
James L. Gallogly,LYONDELLBASELL INDUSTRIES NV,1/12/2015,5/14/2009,2014,1594.039,61,Chief Executive Officer,MALE,Houston,TX,LYB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
Bhavesh V. Patel,LYONDELLBASELL INDUSTRIES NV,12/31/2021,1/12/2015,2021,1575,54,CEO & Director,MALE,Houston,TX,LYB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
Peter Z. E. Vanacker,LYONDELLBASELL INDUSTRIES NV,Current,5/23/2022,2023,1437.5,57,CEO & Executive Director,MALE,Houston,TX,LYB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYB
John H. Foster,LYRIS INC,5/1/1997,12/1/1984,1997,553.899,55,chmn. & CEO,MALE,Emeryville,CA,LYRI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYRI
Timothy E. Foster,LYRIS INC,1/10/2000,5/1/1997,2000,297.209,46,CEO,MALE,Emeryville,CA,LYRI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYRI
David R. Burt,LYRIS INC,1/29/2007,5/4/2000,2007,153.846,44,former president & CEO,MALE,Emeryville,CA,LYRI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYRI
Luis A. Rivera,LYRIS INC,8/18/2010,5/11/2007,2010,204.167,39,Director,MALE,Emeryville,CA,LYRI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYRI
Wolfgang Maasberg,LYRIS INC,3/8/2013,8/18/2010,2013,262.5,41,"Chief Executive Officer, President, Principal Accounting Officer, Treasurer and Director",MALE,Emeryville,CA,LYRI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYRI
John Philpin,LYRIS INC,6/22/2015,10/7/2013,2014,319.507,59,"Chief Executive Officer, President, Director, Member of Audit Committee and Member of Compensation Committee",MALE,Emeryville,CA,LYRI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LYRI
Robert G. Wilmers,M & T BANK CORP,12/16/2017,1/1/1983,2017,958.077,82,Chairman & CEO,MALE,Buffalo,NY,MTB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
"Robert Emmet Sadler, Jr.",M & T BANK CORP,1/1/2007,6/22/2005,2006,800,61,president & CEO; president & CEO-M&T Bank,MALE,Buffalo,NY,MTB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
"Rene F. Jones, CPA",M & T BANK CORP,Current,12/20/2017,2023,1100,58,Chairman & CEO,MALE,Buffalo,NY,MTB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTB
Michael S. Starnes,M S CARRIERS INC,Current,,2000,325.728,56,"chairman, president & CEO",MALE,Phoenix,AZ,MSCA.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSCA.1
Thomas A. Vanderslice,M/A-COM INC,11/1/1993,11/1/1989,1993,485,62,chmn. & CEO,MALE,Lowell,MA,MAI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAI.1
Allan L. Rayfield,M/A-COM INC,11/29/1994,,1994,360,,pres. & CEO,MALE,Lowell,MA,MAI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAI.1
Robert H. Schottenstein,M/I HOMES INC,Current,1/1/2004,2023,1000,70,"Chairman, President & CEO",MALE,Columbus,OH,MHO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHO
Daniel H. Leever,MACDERMID INC,Current,1/1/1990,2006,Mentioned as zero,58,chairman & CEO,MALE,Waterbury,CT,MRD.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRD.1
"Arthur M. Coppola, CPA",MACERICH CO,12/1/2018,9/9/1993,2018,1000,66,Chairman and Chief Executive Officer,MALE,Santa Monica,CA,MAC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC
"Thomas E. O'Hern, CPA",MACERICH CO,3/1/2024,1/1/2019,2023,850,67,Advisor,MALE,Santa Monica,CA,MAC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAC
Leonard S. Williams,MACFRUGALS BARGAINS,3/1/1995,11/1/1990,1994,536.539,57,pres. & CEO,MALE,Rancho Dominguez,CA,MFI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MFI.1
Philip L. Carter,MACFRUGALS BARGAINS,Current,3/1/1995,1996,528.346,48,pres. & CEO,MALE,Rancho Dominguez,CA,MFI.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MFI.1
John Croteau,MACOM TECHNLGY SOL HLDGS INC,5/15/2019,12/13/2012,2019,560.702,58,"President, CEO & Director",MALE,Lowell,MA,MTSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTSI
Stephen G. Daly,MACOM TECHNLGY SOL HLDGS INC,Current,5/16/2019,2023,725,57,"President, CEO & Director",MALE,Lowell,MA,MTSI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTSI
Robert K. Burgess,MACROMEDIA INC,1/25/2005,11/1/1996,2004,400,47,chairman,MALE,San Francisco,CA,MACR.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MACR.
Allen I. Questrom,MACY'S INC,5/16/1997,2/1/1990,1996,1250,56,chmn. & CEO,MALE,New York,NY,M,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
James M. Zimmerman,MACY'S INC,2/26/2003,5/16/1997,2002,1250,59,chairman & CEO,MALE,New York,NY,M,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
Terry J. Lundgren,MACY'S INC,1/1/2017,2/26/2003,2016,1600,64,Executive Chairman,MALE,New York,NY,M,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
Jeffrey Gennette,MACY'S INC,2/1/2024,3/23/2017,2023,1425,62,Chairman & CEO,MALE,New York,NY,M,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=M
Jamieson A. Karson,MADDEN STEVEN LTD,3/1/2008,7/1/2001,2007,500,50,,MALE,Long Island City,NY,SHOO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHOO
Edward R. Rosenfeld,MADDEN STEVEN LTD,Current,3/24/2008,2023,1125.212,47,Chairman & CEO,MALE,Long Island City,NY,SHOO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHOO
David Justin OConnor,MADISON SQUARE GARDEN SPORTS,11/13/2017,7/15/2015,2017,2000,59,Chief Executive Officer and President,MALE,New York,NY,MSGS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSGS
Andrew S. Lustgarten,MADISON SQUARE GARDEN SPORTS,1/1/2023,4/17/2020,2023,519.231,46,Chief Executive Officer,MALE,New York,NY,MSGS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSGS
James Lawrence Dolan,MADISON SQUARE GARDEN SPORTS,Current,6/1/2024,2020,884.615,65,Executive Chairman,MALE,New York,NY,MSGS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSGS
Allen H. Koranda,MAF BANCORP INC,Current,,2006,460.821,61,chairman & CEO,MALE,Clarendon Hills,IL,MAFB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAFB
E. Mac Crawford,MAGELLAN HEALTH INC,3/18/1998,1/1/1993,1997,806.25,48,"chmn., pres. & CEO",MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
Henry T. Harbin,MAGELLAN HEALTH INC,10/1/2001,3/18/1998,2001,800,55,chairman & CEO,MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
Daniel S. Messina,MAGELLAN HEALTH INC,11/30/2002,10/1/2001,2002,816.667,47,president & CEO,MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
Steven J. Shulman,MAGELLAN HEALTH INC,2/19/2008,12/1/2002,2007,1122.159,56,chairman & CEO,MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
Ren M. Lerer,MAGELLAN HEALTH INC,1/1/2013,2/19/2008,2012,995.819,58,Executive Chairman,MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
Barry Morgan Smith,MAGELLAN HEALTH INC,11/14/2019,1/1/2013,2019,1320.994,65,Chairman and Chief Executive Officer,MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
Kenneth John Fasola,MAGELLAN HEALTH INC,1/1/2022,11/14/2019,2020,1007.692,60,CEO & Director,MALE,Phoenix,AZ,MGLN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGLN
J. Burgess Winter,MAGMA COPPER CO,Current,8/29/1988,1994,462.516,61,pres. & CEO,MALE,Tucson,AZ,MCU.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCU.1
Paul M. Pankratz,MAGMA POWER CO,1/1/1994,2/1/1992,1993,263.25,62,chmn. & CEO,MALE,San Diego,CA,MGMA.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGMA.
G. Thomas Andes,MAGNA GROUP INC,Current,12/31/1994,1997,475,55,chmn. & CEO,MALE,St. Louis,MO,MGR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGR.1
William S. Badgley,MAGNA GROUP INC,12/30/1994,,1994,443.4,65,chmn. & CEO,MALE,St. Louis,MO,MGR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGR.1
"Frank Perna, Jr.",MAGNETEK INC,9/1/1993,9/1/1990,1993,650,55,pres. & CEO,MALE,Menomonee Falls,WI,MAG.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAG.3
Ronald N. Hoge,MAGNETEK INC,Current,6/1/1996,1999,475.962,53,pres. & CEO,MALE,Menomonee Falls,WI,MAG.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAG.3
Andrew G. Galef,MAGNETEK INC,5/9/2005,5/4/1999,2005,Mentioned as zero,72,"chairman, president & CEO",MALE,Menomonee Falls,WI,MAG.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAG.3
Thomas G. Boren,MAGNETEK INC,1/1/2006,5/9/2005,2006,259.615,57,CEO,MALE,Menomonee Falls,WI,MAG.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAG.3
David P. Reiland,MAGNETEK INC,10/1/2008,10/1/2006,2008,345,54,president & CEO,MALE,Menomonee Falls,WI,MAG.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAG.3
Peter M. McCormick,MAGNETEK INC,Current,1/1/2008,2014,388.547,54,"Chief Executive officer, President and Director",MALE,Menomonee Falls,WI,MAG.3,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAG.3
Stephen I. Chazen,MAGNOLIA OIL & GAS CORP,9/21/2022,1/1/2018,2022,261.154,75,"President, Chairman & CEO",MALE,Houston,TX,MGY,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGY
Christopher G. Stavros,MAGNOLIA OIL & GAS CORP,Current,9/21/2022,2023,722.615,60,"President, CEO & Director",MALE,Houston,TX,MGY,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MGY
Maximiliaan Gerard Caviet,MAIDEN HOLDINGS LTD,11/1/2008,7/1/2007,2008,Mentioned as zero,55,,MALE,Pembroke,,MHLD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHLD
Arturo Manuel Raschbaum,MAIDEN HOLDINGS LTD,9/1/2018,11/1/2008,2018,670.833,62,President & CEO,MALE,Pembroke,,MHLD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHLD
Lawrence Frederic Metz,MAIDEN HOLDINGS LTD,5/1/2023,9/1/2018,2019,725,47,"President, Co-CEO & Director",MALE,Pembroke,,MHLD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHLD
"Patrick Joseph Haveron, CPA",MAIDEN HOLDINGS LTD,5/1/2023,5/8/2020,2023,875,62,"CFO, CEO & Director",MALE,Pembroke,,MHLD,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MHLD
Thomas J. Ward,MAIDENFORM BRANDS INC,7/28/2008,7/1/2001,2008,619.712,61,former vice chairman & CEO,MALE,Rural Hall,NC,MFB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MFB
"Maurice S. Reznik, CPA",MAIDENFORM BRANDS INC,Current,7/2/2008,2012,700,58,Chief Executive Officer and Director,MALE,Rural Hall,NC,MFB,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MFB
Anthony W. DeSio,MAIL BOXES ETC,Current,1/1/1980,1996,312.042,67,vice-chmn. & CEO,MALE,San Diego,CA,MAIL.,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAIL.
C. Ray Holman,MALLINCKRODT INC,Current,12/10/1992,1999,732.84,56,chmn. & CEO,MALE,Webster Groves,MO,MKG,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MKG
Mark Christopher Trudeau,MALLINCKRODT PLC,6/1/2022,6/1/2013,2021,1090.385,60,"President, CEO & Director",MALE,Dublin,,MNKTQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNKTQ
"Sigurdur Oli Olafsson, Ph.D.",MALLINCKRODT PLC,11/1/2023,6/25/2022,2022,571.154,53,"CEO, President & Director",MALE,Dublin,,MNKTQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNKTQ
William G. Bennett,MANDALAY RESORT GROUP,2/24/1994,1/1/1979,1993,366.667,69,chmn. & CEO,MALE,Las Vegas,NV,MBG.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MBG.2
Clyde T. Turner,MANDALAY RESORT GROUP,1/16/1998,2/24/1994,1997,868,59,chmn. & CEO,MALE,Las Vegas,NV,MBG.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MBG.2
Michael S. Ensign,MANDALAY RESORT GROUP,Current,1/16/1998,2003,1250,66,chairman & CEO,MALE,Las Vegas,NV,MBG.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MBG.2
Richard M. Haddrill,MANHATTAN ASSOCIATES INC,7/1/2004,10/1/1999,2003,357.305,50,president & CEO,MALE,Atlanta,GA,MANH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MANH
Peter F. Sinisgalli,MANHATTAN ASSOCIATES INC,1/1/2013,7/1/2004,2012,500,56,Director,MALE,Atlanta,GA,MANH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MANH
Eddie Capel,MANHATTAN ASSOCIATES INC,Current,1/1/2013,2023,700,62,"President, CEO & Director",MALE,Atlanta,GA,MANH,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MANH
Fred M. Butler,MANITOWOC CO,6/30/1998,7/1/1990,1997,400,62,pres. & CEO,MALE,Milwaukee,WI,MTW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTW
Terry D. Growcock,MANITOWOC CO,5/1/2007,6/30/1998,2006,800,61,chairman & CEO,MALE,Milwaukee,WI,MTW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTW
Glen E. Tellock,MANITOWOC CO,10/28/2015,5/1/2007,2015,857.499,54,"Chairman, Chief Executive Officer and President",MALE,Milwaukee,WI,MTW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTW
Barry L. Pennypacker,MANITOWOC CO,8/5/2020,3/4/2016,2020,646.154,59,"CEO, President, Director, CEO of Manitowoc Cranes and President of Manitowoc Cranes",MALE,Milwaukee,WI,MTW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTW
Aaron H. Ravenscroft,MANITOWOC CO,Current,8/5/2020,2023,944.231,45,"President, CEO & Director",MALE,Milwaukee,WI,MTW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTW
Samuel L. Caster,MANNATECH INC,8/21/2007,4/15/2003,2007,698.462,56,chairman & CEO,MALE,Flower Mound,TX,MTEX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTEX
Wayne L. Badovinus,MANNATECH INC,12/3/2009,6/1/2008,2009,623.077,65,"Chief Executive Officer, President and Director",MALE,Flower Mound,TX,MTEX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTEX
"Robert A. Sinnott, M.N.S., Ph.D.",MANNATECH INC,8/1/2015,12/3/2009,2015,280.5,50,Chief Executive Officer and Chief Science Officer,MALE,Flower Mound,TX,MTEX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTEX
Stephen D. Fenstermacher,MANNATECH INC,12/13/2011,12/3/2009,2011,350,58,"Co-Chief Executive Officer, Chief Financial Officer and Principal Accounting Officer",MALE,Flower Mound,TX,MTEX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTEX
Alfredo Bala,MANNATECH INC,4/1/2024,8/1/2015,2023,460,62,Chief Executive Officer,MALE,Flower Mound,TX,MTEX,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MTEX
Paul A. Ormond,MANOR CARE INC,Current,8/1/1991,2006,1000.55,57,"chairman, president & CEO",MALE,Toledo,OH,HCR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HCR.1
"Stewart W. Bainum, Jr.",MANOR CARE INC-OLD,Current,3/1/1987,1996,568.062,51,"chmn., pres. & CEO",MALE,Gaithersburg,MD,MNR.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNR.1
Mitchell S. Fromstein,MANPOWERGROUP,4/27/1999,1/13/1989,1998,860,71,"chmn., pres. & CEO",MALE,Milwaukee,WI,MAN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAN
Jeffrey A. Joerres,MANPOWERGROUP,5/1/2014,4/1/1999,2013,1200,53,Chairman and Chief Executive Officer,MALE,Milwaukee,WI,MAN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAN
Jonas Prising,MANPOWERGROUP,Current,5/1/2014,2023,1300,58,Chairman & CEO,MALE,Milwaukee,WI,MAN,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAN
George J. Pedersen,MANTECH INTL CORP,1/1/2017,1/1/1995,2017,1840.01,81,"Co-Founder, Chairman and Chief Executive Officer",MALE,Herndon,VA,MANT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MANT
Kevin M. Phillips,MANTECH INTL CORP,10/3/2022,1/1/2018,2021,1000,59,"Chairman, President & CEO",MALE,Herndon,VA,MANT,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MANT
James E. Barnes,MAPCO INC,Current,5/1/1986,1996,795,63,"chmn., pres. & CEO",MALE,Tulsa,OK,MDA.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDA.1
John C. Cavalier,MAPINFO CORP,12/31/2000,11/1/1996,2000,275,61,CEO,MALE,Troy,NY,MAPS.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAPS.1
Mark P. Cattini,MAPINFO CORP,Current,1/1/2001,2006,450,45,president & CEO,MALE,Troy,NY,MAPS.1,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MAPS.1
Mark E. Groussman,MARATHON DIGITAL HOLDNGS INC,11/14/2012,6/11/2012,2012,44.384,39,Chief Executive Officer,MALE,Fort Lauderdale,FL,MARA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MARA
Douglas B. Croxall,MARATHON DIGITAL HOLDNGS INC,12/31/2017,11/14/2012,2017,366.256,48,"Founder, CEO & Director",MALE,Fort Lauderdale,FL,MARA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MARA
Merrick D. Okamoto,MARATHON DIGITAL HOLDNGS INC,4/26/2021,1/18/2018,2020,935000,60,"Executive Chairman of the Board, CEO & President",MALE,Fort Lauderdale,FL,MARA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MARA
Frederick G. Thiel,MARATHON DIGITAL HOLDNGS INC,Current,4/26/2021,2023,800,62,CEO & Executive Chairman,MALE,Fort Lauderdale,FL,MARA,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MARA
Charles A. Corry,MARATHON OIL CORP,6/30/1995,6/1/1989,1994,977.5,63,chmn. & CEO-USX Corp.,MALE,Houston,TX,MRO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
Thomas J. Usher,MARATHON OIL CORP,Current,7/1/1995,2001,1400,59,chairman & CEO,MALE,Houston,TX,MRO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
"Clarence P. Cazalot, Jr.",MARATHON OIL CORP,7/1/2013,1/1/2002,2013,1400,63,Executive Chairman,MALE,Houston,TX,MRO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
Lee M. Tillman,MARATHON OIL CORP,Current,8/1/2013,2023,1200,61,"Chairman, President & CEO",MALE,Houston,TX,MRO,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRO
Gary R. Heminger,MARATHON PETROLEUM CORP,3/1/2020,6/30/2011,2019,1737.5,66,Chairman of the Board & CEO,MALE,Findlay,OH,MPC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
Michael J. Hennigan,MARATHON PETROLEUM CORP,Current,3/17/2020,2023,1737.809,64,CEO & Director,MALE,Findlay,OH,MPC,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC
Robert F. Bernard,MARCHFIRST INC,Current,1/1/1984,1999,Mentioned as zero,38,chmn. & CEO,MALE,Chicago,IL,MRCHQ,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRCHQ
John J. Kerin,MARCUS & MILLICHAP INC,3/31/2016,6/1/2013,2015,680,60,"Chief Executive Officer, President, Director and Member of Executive Committee",MALE,Calabasas,CA,MMI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMI
Hessam Nadji,MARCUS & MILLICHAP INC,Current,3/31/2016,2023,700,58,"President, CEO & Director",MALE,Calabasas,CA,MMI,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMI
Stephen H. Marcus,MARCUS CORP,1/6/2009,12/1/1988,2008,520.288,74,chairman & CEO,MALE,Milwaukee,WI,MCS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCS
Gregory S. Marcus,MARCUS CORP,Current,1/6/2009,2023,950,58,"President, CEO & Chairman",MALE,Milwaukee,WI,MCS,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCS
Jan Ake Ingmar Rask,MARINE DRILLING CO INC,Current,6/1/1996,2000,400,45,president & CEO,MALE,Sugar Land,TX,MRL.2,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRL.2
